group,cat,file,author_surname,author_name,title,publ_in,url,publ_part,publ_place,publisher,year,pages,length,alt_orth,errors,comments,author_surname_1,author_name_1,author_surname_2,author_name_2,author_surname_3,author_name_3,author_surname_4,author_name_4,author_surname_5,author_name_5,author_surname_6,author_name_6,author_surname_7,author_name_7,author_surname_8,author_name_8,author_surname_9,author_name_9,author_surname_10,author_name_10
so-so,A,A_Istorychna_Pravda_Bondaruk_Ostanniy_rozstrilyanyi_banderivets_2019_June22.txt,Бондарук,Леся,Останній розстріляний бандерівець,istpravda.com.ua,https://www.istpravda.com.ua/articles/2019/10/23/156416/,,,,2019,,1972,0,обмундируванням – спорядженням; обезсилять – збезсилять; різноробочим – різноробом; торгівельну – торговельну; люб’ячої – люблячої,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_Ivan_Yaremko_Na_Olimpiadu_zilymy_simjamy_2018_June22.txt,Яремко,Іван,На олімпіаду цілими сім'ями,,https://wz.lviv.ua/article/365992-na-olimpiadu-tsilymy-simiamy,,,,2018,,568,0,,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_Ivshyna_Khersonski_patrulni_oformyly_2_DTP_yaki_stalys_za_vyny_netverezykh_vodiiv_2018_June22.txt,Івшина,Лариса,"Херсонські патрульні оформили 2 ДТП, які стались за вини нетверезих водіїв",Газета Постфактум - Херсон,https://postfactum.ks.ua/2018/01/30/%d0%bf%d0%b0%d1%82%d1%80%d1%83%d0%bb%d1%8c%d0%bd%d1%96-%d0%b4%d1%82%d0%bf.html,,,,2018,,265,0,дорожньої обстановки - дорожніх умов,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_Ivshyna_Osoblyvosti_provedennia_ZNO_u_2019_rotsi_2019_June22.txt,Івшина,Лариса,Особливості проведення ЗНО у 2019 році,Газета Постфактум - Херсон,https://postfactum.ks.ua/2019/01/21/zno-kalendar.html,,Херсон,,2019,,354,0,незалежного оцінюванню - незалежного оцінювання,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_Ivshyna_Shkoly_Khersonshchyny_z_1_veresnia_pereidut_na_standart_Novoi_Ukrainskoi_shkoly_2018_June22.txt,Івшина,Лариса,Школи Херсонщини з 1 вересня перейдуть на стандарт Нової української школи,Газета Постфактум - Херсон,https://postfactum.ks.ua/2018/01/31/%d1%88%d0%ba%d0%be%d0%bb%d0%b8-%d1%85%d0%b5%d1%80%d1%81%d0%be%d0%bd%d1%89%d0%b8%d0%bd%d0%b8-%d0%b7-1-%d0%b2%d0%b5%d1%80%d0%b5%d1%81%d0%bd%d1%8f-%d0%bf%d0%b5%d1%80%d0%b5%d0%b9%d0%b4%d1%83%d1%82%d1%8c.html,,,,2018,,261,0,підростаюче - що підростає; у свою чергу - своєю чергою;,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_KarpatNews.in.ua_Sytuatsiia_z_rynkom_pratsi_v_Zakarpatskomu_rehioni_2020_June22.txt,,,Ситуація з ринком праці в Закарпатському регіоні,KarpatNews.in.ua,https://karpatnews.in.ua/news/170721-sytuatsiia-z-rynkom-pratsi-v-zakarpatskomu-rehioni.htm,,,,2020,,411,0,по різним причинам - з різних причин; підмітить - помітить,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_KharkivODA_Dmytro_Zavadskyj_peremih_na_etapi_Kubka_Evropy_z_badmintonu_2015(pomylky).txt,,,Дмитро Завадський переміг на етапі Кубка Європи з бадмінтону,,http://kharkivoda.gov.ua/uk/news/view/id/25534,,Київ,Харківська ОДА,2015,,141,0,одиночній — індивідуальній; з 26 по 29 — від 26 до 29; здолав з Керанн - здолав Керанн; по фіналу — у фіналі,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_Khmarochos_Karaban_Soniachnyi_vitamin_D_2020_June22.txt,Карабань,Олександра,«Сонячний» вітамін D. Кому потрібно приймати та за що він відповідає?,Хмарочос,https://hmarochos.kiev.ua/2020/08/02/sonyachnyj-vitamin-d-komu-potribno-pryjmaty-ta-za-shho-vin-vidpovidaye/,,Київ,,2020,,482,0,"прийом вітаміну - приймання вітаміну; кальцію щоб уникнути - кальцію, щоб уникнути; щодо доцільності прийому - щодо доцільності приймання",,,,,,,,,,,,,,,,,,,,,
so-so,A,A_Kolo_Obelets_Provulok_Mykoly_Lemyka_pro_studenta_pry_yakomu_svit_diznavsya_pro_Holodomor_v_Ukrayini_2016_June22.txt,Обелець,Юлія,"Провулок Миколи Лемика: про студента, завдяки якому світ дізнався про Голодомор в Україні",Інтернет-видання «Коло»,http://archive.kolo.poltava.ua/kavoman/provulok-mikoli-lemika-pro-studenta-zavdyaki-yakomu-svit-diznavsya-pro-golodomor-v-ukrayini-33110.html,,Полтава,,2016,,905,0,кидатиметься в очі-впадатиме у вічі; із-з,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_Kolo_Tsyrulnyk_Hazovi_«rozborky»_derzhavy_hto_nastupnyy_2016_June22.txt,Цирульник,Таня,Газові «розборки» держави – хто наступний?,Інтернет-видання «Коло»,http://archive.kolo.poltava.ua/politikka/gazovi-rozborki-derzhavi-hto-nastupnii-33198.html,,Полтава,,2016,,1686,0,то-це; вирішення цих питань-розв'язання цих питань; незважаючи на-всупереч; порівняно з-у порівнянні з; м.-м; в той же час-водночас; тормозах-гальмах; пяти-п’яти; на сьогоднішній день-на сьогодні; добувників-видобувників,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_Kolomys_Mulyarenko_bezalʹternatyvnyy_kandydat_u_narodni_deputaty_vid_Rivnoho_2020_June22.txt,Коломис,Максим,Муляренко – безальтернативний кандидат у народні депутати від Рівного?,rvnews.rv.ua,https://rvnews.rv.ua/post/view/1560251873-mulyarenko-bezalternativniy-kandidat-u-narodni-deputati-vid-rivnogo,,,,2019,,434,0,"""Природньо-Природно;більш,_ніж-більш_ніж""",,,,,,,,,,,,,,,,,,,,,
so-so,A,A_Kolomyya_sohodni_Burshtynska_teploelektrostantsia_Ahmetova_yviyshla_u_prostiy_cherez_import_elektryky_z_Rosii_2019_June22.txt,,,Бурштинська теплоелектростанція Ахметова увійшла у простій через імпорт електрики з Росії,Коломия сьогодні,https://kolomyia.today/burshtynska-teploelektrostantsiya-ahmetova-uvijshla-u-prostij-cherez-import-elektryky-z-rosiyi-49930,,Коломия,,2019,,152,0,,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_Kolomyya_sohodni_Mayemo_kym_pyshatysya_2019_June22.txt,,,Маємо ким пишатися,Коломия сьогодні,https://kolomyia.today/mayemo-kym-pyshatysya-47382,,Коломия,,2019,,222,0,в - у; Айзебарджану - Азербайджану; віце-чемпіоном - віцечемпіоном,,,,,,,,,,,,,,,,,,,,,
so-so,A,"A_Korrespondent_Donbassa_Ukrayina_6_osib_pidozryuyutʹ_u_stvorenni_196,8_mln_hrn_shkolyariv_cherez_nezakonnyy_dozvil_na_vydobutok_h_azu_2020_June22.txt",,,"Украина → 6 осіб підозрюють у завданні 196,8 млн грн шкоди державі через незаконний дозвіл на видобуток газу",Корреспондент Донбасса,http://korrdon.info/ukraine/73074-6-osb-pdozryuyut-u-zavdann-1968-mln-grn-shkodi-derzhav-cherez-nezakonniy-dozvl-na-vidobutok-gazu.html,,Донецьк,,2020,,381,0,завідувач-завідувачка; задіяних-залучених; безуспішно-без успіху; задіяні-залучені; неіснуючі-відсутні,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_Korrespondent_Ozzi_Osborn_vypustyv_pershu_za_9_rokiv_pisniu_2019_June22.txt,,,Оззі Осборн випустив першу за 9 років пісню,КорреспонденТ.net,https://ua.korrespondent.net/showbiz/music/4158200-ozzi-osborn-vypustyv-pershu-za-9-rokiv-pisnui,,Київ,видавництво україський медіа дім,2019,,95,0,проектом - проєктом,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_Korrespondent_Vyishov_posmertnyi_albom_Leonarda_Koena_2019_June22.txt,,,Вийшов посмертний альбом Леонарда Коена,КорреспонденТ.net,https://ua.korrespondent.net/showbiz/music/4163965-vyishov-posmertnyi-albom-leonarda-koena,,Київ,видавництво україський медіа дім,2019,,199,0,,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_Kozatska_varta_Magrytska_Viyna_pamiatnykiv_na_Luhanshchyni_2013(pomylky).txt,Магрицька,Ірина,Війна пам’ятників на Луганщині,Козацька варта,,4,Алмазна,,2013,7,892,0,паровози - паротяги; невід’ємною частиною - невіддільною частиною; їхній демонтаж - їх демонтаж; великоруського - великорусского; «Словар - «Словарь; всього одне крило - тільки одне крило; вірнопіддданим - вірнопідданим,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_Kraina_2011_June22.txt,Чигирин,Павло,"Під час ""чумного бунту"" затовкли архієпископа",Країна,https://gazeta.ua/articles/events-journal/_pid-chas-chumnogo-buntu-zatovkli-arhiyepiskopa/402713,,Київ,,2011,,853,0,"півроку - пів року; щоб - ,щоб; поліцейських - поліціянт; із - з; своїй - своєї",,,,,,,,,,,,,,,,,,,,,
so-so,A,A_Krym.Realii_Nazarova_Turystychnyi_sezon_bez_Krymu_2017_June22.txt,Назарова,Євгенія,Туристичний сезон без Криму,Крим. Реалії,https://ua.krymr.com/a/28672013.html,,Київ,,2017,,639,0,зняли - найняли; вирішити головну проблему - з'ясувати головну проблему; Приїжджають із усіх - Приїжджають з усіх,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_Kufer_Cheliak_Chomy_Frankivsk_nemaie_svoho_velykoho_literaturnoho_festyvaliu_2019.txt,Челяк,Софія,Чому Франківськ не має свого великого літературного фестивалю? Розмірковує програмна директорка Book Forum,Kufer,https://kufer.media/dumky/frankivsk-i-forum/,,Івано-Франківськ,,2019,,653,0,у аварійному - в аварійному,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_Kurs_Dvoie_prykarpattsiv_otrymaly_vidznaky_Asotsiatsii_kardiolohiv_Ukrainy_2019_1_June22.txt,,,Двоє прикарпатців отримали відзнаки Асоціації кардіологів України,Курс,https://kurs.if.ua/health/dvoye-prykarpatcziv-otrymaly-vidznaky-asocziacziyi-kardiologiv-ukrayiny/,,Івано-Франківськ,,2019,,320,0,дифібриляції – дефібриляції; не хворіти простудними хвороби – не хворіти на простудні недуги; попередження ускладнень – запобігання ускладненням,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_Kurs_Kaluskyi_litsei_peremih_u_vidbori_na_«Shkilne_Reality-2»_2019_2_June22.txt,,,"Калуський ліцей переміг у відборі на «Шкільне reality- 2»
",Курс,https://kurs.if.ua/society/kaluskyj-liczej-peremig-u-vidbori-na-shkilne-reality-2/,,Івано-Франківськ,,2019,,316,0,,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_Kurs_Nadra_Ukrayiny_vtratyly_gazove_rodovyshhe_na_Prykarpatti_cherez_borg_u_8_gryven_2019_3_June22.txt,,,«Надра України» втратили газове родовище на Прикарпатті через борг у 8 гривень,Курс,https://kurs.if.ua/economic/nadra-ukrayiny-vtratyly-gazove-rodovyshhe-na-prykarpatti-cherez-borg-u-8-gryven/,,Івано-Франківськ,,2019,,233,0,,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_Kurs_U_Frankivsku_studenty_z_usiiei_Ukrainy_vyrishuvaly_yakym_maie_buty_universytet_maibutnoho_2019_4_June22.txt,,,"У Франківську студенти з усієї України вирішували, яким має бути університет майбутнього",Курс,https://kurs.if.ua/society/u-frankivsku-studenty-z-usiyeyi-ukrayiny-vyrishuvaly-yakym-maye-buty-universytet-majbutnogo,,Івано-Франківськ,,2019,,256,0,,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_Kurs_U_Vytvyczkij_OTG_vidkryly_suchasnyj_CZNAP_2019_6_June22.txt,,,У Витвицькій ОТГ відкрили сучасний ЦНАП,Курс,https://kurs.if.ua/society/u-vytvyczkij-otg-vidkryly-suchasnyj-cznap/,,Івано-Франківськ,,2019,,313,0,,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_Kurs_V_Ukraini_gotuietsya_masshtabna_reforma_armii_2016_7_June22.txt,,,В Україні готується масштабна реформа армії,Курс,https://kurs.if.ua/news/v_ukraini_gotuietsya_masshtabna_reforma_armii_39864.html/,,Івано-Франківськ,,2016,,304,0,,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_Kurs_Yarmarok_shhoby_obminyatysya_vlashtuyut_na_Prompryladi_2019_5_June22.txt,,,"Ярмарок, щоби обмінятися, влаштують на Промприладі",Курс,https://kurs.if.ua/lifestyle/yarmarok-shhoby-obminyatysya-vlashtuyut-na-prompryladi/,,Івано-Франківськ,,2019,,236,0,,,,,,,,,,,,,,,,,,,,,,
so-so,A,A_Kurs_Zhytlo_u_Frankivsku_zvit_pro_rynok_neruhomosti_za_3-j_kvartal_2019_roku_2019_8_June22.txt,,,Житло у Франківську: звіт про ринок нерухомості за 3-й квартал 2019 року,Курс,https://kurs.if.ua/economic/zhytlo-u-frankivsku-zvit-pro-rynok-neruhomosti-za-3-j-kvartal-2019-roku/,,Івано-Франківськ,,2019,,418,0,,,,,,,,,,,,,,,,,,,,,,
